title,creator,contributor,subject_local,subject_lcsh,description,normalized_date,dimension,genre,format,source_id,identifier,source_collection,copyright_status,rights_holder,filename
Labor History - 169: Peace demands grow,Fred Wright,James Lerner,War,"Vietnam War, 1961-1975.; Vietnam War, 1961-1975--Protest movements--United States.; Labor unions--United States--History--20th century.","This cartoon describes the increase in intervention in Vietnam and the rise in  tensions between the U.S. government and the American people due to their decision. Caption 1:  Four months after he was elected on a pledge not to send American boys to fight in an Asian war, President Johnson began pouring combat troops into South Vietnam to fight the native guerrilla forces. First it was 3,500 marines to protect an air base. Then it was army troops to ""protect"" the villagers from the guerillas. Every shipment of troops was accompanied by a Pentagon declaration that just a few more contingents would bring the war to an end.  Caption 2:  As U.S. intervention increased, the UE at its 1964 convention declared that, ""The effort to impose, by military means, an American solution to an Asian political problem, estranges the United States from the peoples and governments of Asia, and finds no real support among even our country's closest allies."" College campuses were swept by protest demonstrations as young people demanded an end to the war, an end to the U.S. bombing of villages.  Caption 3:  In South Vietnam, itself, the government had become so unpopular and the war so burdensome that Buddhist priests set themselves afire in public protests. U.S. troops were used to suppress the growing religious opposition to the war. Trying to explain why American planes were used to destroy a village, an American military adviser said, ""We had to destroy it in order to save it."" There were increasing reports of civilian massacres such as My Lai. UE News, Vol. XXXIX, Issue No. 12",1977-06-27,,Publication plate,Comic strips,ue13.3.1.169,ue13.3.1.169,ue13.3.1,copyrighted,,20080924-fredwright-0169.tif
Labor History - 170: Labor calls for war's end,Fred Wright,James Lerner,War,"Vietnam War, 1961-1975.; Vietnam War, 1961-1975--Protest movements--United States.; March on Washington for Peace in Vietnam, Washington, D.C., 1965.; Labor Leadership Assembly for Peace.; Labor unions--United States--History--20th century.","This cartoon depicts the labor unions beginning to speak out against the war. Caption 1:  Opposition to the Vietnam war grew as it stretched into the longest war in U.S. history and the casualty lists climbed. By mid-1967, the U.S. had suffered over 100,000 dead and wounded and there was no end in sight. Young people, those who were expected to do the fighting, were the first to speak out in an organized way. A 1965 March on Washington to End the War brought 25,000 young people to the capital. Administration spokesmen condemned them.  Caption 2:  Gradually, trade unions began to speak out against the war citing not only the casualties, American and Asian, but also the harmful effect the huge military expenditures were having on the economy. While the leadership of the AFL-CIO was giving unwavering support to the war, increasing numbers of rank and filers, local unions and leaders of some international unions, AFL-CIO affiliates and unaffiliated demanded an end to the war.  Caption 3:  The labor opposition was expressed in a Labor Leadership Assembly for Peace in Chicago in Nov. 1967 where over 500 trade unionists declared that labor ""must play its part in bringing this savage war to a swift and just conclusion."" UE was well represented at this gathering which included vice presidents of 15 AFL-CIO international unions. Among the speakers were the Rev. Martin Luther King, Jr. and Rear Admiral Arnold True (ret.). UE News, Vol. XXXIX, Issue No. 13",1977-07-11,,Publication plate,Comic strips,ue13.3.1.170,ue13.3.1.170,ue13.3.1,copyrighted,,20080924-fredwright-0170.tif
Labor History - 171: War on poverty lost,Fred Wright,James Lerner,"War, Economy","United States--Economic conditions--1961-1971.; Poverty--Government policy--United States--History--20th century.; Vietnam War, 1961-1975.; Labor Leadership Assembly for Peace.; Labor unions--United States--History--20th century.","This cartoon describes the economic hardships that the U.S. went through in the late 1960's to early 1970's due to the cost of the Vietnam War. Caption 1:  When congress recessed in December 1967, it left behind the wreckage of President Johnson's ""Great Society"" program which had been proclaimed as the core for a ""war on poverty."" Congress had voted the largest military budget in U.S. history, even surpassing World War II-$69.9 billion. For the ""model cities"" program which the President had pronounced as a basic pillar of his administration's policies, there was only $312 million. War on Vietnam's cities had replaced war on poverty at home.  Caption 2:  The military budget was laying the basis for the runaway inflation which was to persist into the 1970s. Corporate profits soared along with the war's casualty lists.As inflation pushed the cost of living up, the President called on labor to exercise ""wage restraints"" and proposed higher taxes to deprive workers of even more purchasing power in order to pay for the increasingly unpopular war.  Caption 3:  As the senate reconvened in January 1968, Democratic leader Mike Mansfield warned that because of U.S. expenditures in the war, American cities faced a national disaster,"" a prophecy that soon became a reality. Meanwhile, AFL-CIO Pres. Meany denounced the highly successful Labor Assembly for Peace as having been plotted in Hanoi. In the final days of the war, Meany stated that had he known earlier what he now knew, he would not have supported the war. UE News, Vol. XXXIX, Issue No. 14",1977-07-25,,Publication plate,Comic strips,ue13.3.1.171,ue13.3.1.171,ue13.3.1,copyrighted,,20080924-fredwright-0171.tif
Labor History - 172: Victory for democracy,Fred Wright,James Lerner,"Politics and Legislation,  Businesses","General Electric Company.; United Electrical, Radio and Machine Workers of America.; Labor laws and legislation--United States.; United States. Subversive Activities Control Act of 1950.; United States. Supreme Court.; Labor unions--United States--History--20th century.","This cartoon depicts changes and dropping of policies that were used against the labor movement in the 1950's and on, such as the Subversive Activities Control Act, which made it illegal for a communist to work in a defense plant. Caption 1:  Fourteen years after it had adopted a policy of discharging any worker who relied on the Bill of Rights to protect him from persecution by congressional committees, the General Electric Co. informed the UE in December 1967 that it had dropped that policy. This after repeated demands by the union since 1953 that it do so had gone unheeded. Twenty-eight long-service employees, members of UE and other unions, had been fired under this policy including Local 506 Pres. John Nelson.  Caption 2:  UE Pres. Fitzgerald called on GE to amend the injustice  it had done those employees, not only destroying their livelihoods but also doing irreparable damage to them and their families in the communities in which they lived. The plea was ignored. The Cordiner policy, named after the GE president of the time, had played a major role in discouraging militant worker activity, in splitting the union and in weakening labor political action.  Caption 3:  Almost at the same time as the union learned of the GE revocation of its unconstitutional policy, the Supreme Court, in December 1967, threw out the provisions of the Subversive Activities Control Act which made it a crime for a communist to work in a defense plant. The court held that it would be ""ironic"" to sanction the subversion of the freedom of Association, a First Amendment right, in the name of national defense.   UE News, Vol. XXXIX, Issue No. 15",1977-08-08,,Publication plate,Comic strips,ue13.3.1.172,ue13.3.1.172,ue13.3.1,copyrighted,,20080924-fredwright-0172.tif
Labor History - 173: Labor's drive for peace,Fred Wright,James Lerner,War,"Vietnam War, 1961-1975.; Vietnam War, 1961-1975--Protest movements--United States.; Labor unions--United States--History--20th century.","This cartoon describes the reasons for protests against the Vietnam War and the beginning of labor unions protesting absent the war. Caption 1:  In 1964, Lyndon Johnson was elected President with the largest plurality any candidate for that office had ever received. His victory over Republican Barry Goldwater was based on the pledge that he would not extend American intervention in Vietnam while the Republican candidate called for even greater participation by U.S. forces. Johnson betrayed that pledge and hundreds of thousands of Americans were shipped into Indochina.  Caption 2:  Opposition to the war and to Johnson's refusal to end U.S. intervention grew so intense that by 1968 the President fearing defeat, decided against running for re-election. This time it was the Republican candidate, Richard Nixon, who promised to bring the war to an end while his opponent, Sen. Hubert Humphrey clung to the Johnson record. Nixon won but  gain the voters soon found that they had been tricked. Nixon secretly spread the war into Cambodia.  Caption 3:  This new betrayal raised the protests against the war to new heights. In June 1972, 985 representatives of trade unions met in St. Louis to protest the war and to plan their campaign against it. It was the largest national labor peace gathering ever held with 35 AFL-CIO and independent unions, including UE, from 32 states represented. They demanded immediate withdrawal from Indochina of every American soldier, gun, plane, warship and dollar. UE News, Vol. XXXIX, Issue No. 16",1977-08-22,,Publication plate,Comic strips,ue13.3.1.173,ue13.3.1.173,ue13.3.1,copyrighted,,20080924-fredwright-0173.tif
Labor History - 174: War on U.S. liberties,Fred Wright,James Lerner,Politics and Legislation,"United States--Economic conditions--1971-1981.; United States--Politics and government--1969-1974.; Watergate Affair, 1972-1974.; United States--Foreign relations--1969-1974.; Labor unions--United States--History--20th century.","During the 1970's during the Regan era, the government was involved in many scandals and undermined U.S. liberties. Caption 1:  The U.S. had suffered 55,000 dead and hundreds of thousands of other casualties by the time the Vietnam war ended in April 1975. The huge cost of the war had brought on the worst unemployment in nearly half a century and the highest inflation ever. In order to suppress opposition to the war, government agencies had waged a war against the constitutional rights of the American people through the FBI, CIA and other agencies.  Caption 2:  Then came the Watergate incident in which the Nixon Administration directed the looting of the Democratic Party headquarters in an attempt to find proof that that party's Presidential candidate was a tool of the Cuban government. With the probing of that incident the American people began learning to what lengths their leaders had gone to undermine basic freedoms in the name of opposing communism.  Caption 3:  Further investigation had shown that using the same excuse, U.S. agencies had plotted the assassination of foreign government heads; had helped overthrow the democratic government in Chile and replace it with an anti-labor military dictatorship; that American corporations had bribed foreign government officials; that American legislators were bribed by heads of U.S.-favored foreign dictatorships. All of this secretly, at taxpayers' expense, while problems at home grew ever greater. UE News, Vol. XXXIX, Issue No. 17",1977-09-05,,Publication plate,Comic strips,ue13.3.1.174,ue13.3.1.174,ue13.3.1,copyrighted,,20080924-fredwright-0174.tif
Labor History - 175: Labor faces new challenges,Fred Wright,James Lerner,Economy,United States--Economic conditions--20th century.; United States--Economic conditions--1945- .; Labor unions--United States--History--20th century.,"This cartoon describes the problems that the labor movement would need to face due to the bad economy and high unemployment after the Vietnam War. Caption 1:  The end of the Vietnam war left the economy deep in inflation and unemployment. When the great depression of the 1930's hit the country, there sprang up a powerful protest movement which led to the establishment of unemployment compensation, social security, vast public works programs. There came into being, also, an industrial union movement which swept through the giant industrial monopolies such as GE, Westinghouse, U.S. Steel, Ford and General Motors.  Caption 2:  Alarmed by the growing strength of the labor movement with its strong rank-and-file influence, big business promoted laws such as the Taft-Hartley Act, congressional investigations and an extensive propaganda campaign to split the labor movement. It found people within the labor movement to help divide the trade unions. Labor was harnessed to politicians who dragged the country through repeated recessions, while the corporations grew more powerful, and then into the devastating war in Asia.  Caption 3:  In the 1970's the labor movement was faced with the need to restore the influence it had before the splits of the 1950's had made it ineffective politically and far weaker organizationally. The persistent mass unemployment, the multinational corporations moving jobs abroad, the problems of pollution, energy crisis and the arms program sapping the nations' wealth presented labor with a challenge it would have to meet for its own welfare and the country as a whole. UE News, Vol. XXXIX, Issue No. 19",1977-10-10,,Publication plate,Comic strips,ue13.3.1.175,ue13.3.1.175,ue13.3.1,copyrighted,,20080924-fredwright-0175.tif
Medical Bill: 55% Increase in 10 Years,Fred Wright,,Health and Safety,,"Doctor with ""Medicine for Profit"" syringe showing Uncle Sam a medical bill stating ""55% increase in 10 Years"".  An alternate sketch of this cartoon can be found on the reverse.",1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0001a,,ue13.1,,,
"""Medicine for Profit""",Fred Wright,,Health and Safety,,Pencil sketch of doctor representing medicine for profit spoonfeeding Uncle Sam medicine.,1949/1984,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0001b,,ue13.1,,,
Bills Presented to Patient,Fred Wright,,Health and Safety,,"People representing a general practitioner, specialists, drug trust, hospitals and insurance premium presenting bills to a patient.",1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0002,,ue13.1,,,
“Operation Double Barrel”,Fred Wright,,Economy,,Oil Trust bending Americans and Europeans over oil barrels.,1957-01-29,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0003,,ue13.1,,,
“End Price Controls and There Will Be Plenty of Gas!”,Fred Wright,,Economy,,Gas Monopoly closing off oil pipe and demanding Uncle Sam end price controls on gas.,1949/1984,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0004,,ue13.1,,,
Oil Robot with Nixon on Its Lap,Fred Wright,,Economy,,President Nixon sitting on a robot made of oil barrels.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0005a,,ue13.1,,,
"""Energy Shortage""",Fred Wright,,Economy,,"Pencil sketch of man holding wheat, meat and lumber with a sign stating ""Energy Shortage"".",1969/1974,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0005b,,ue13.1,,,
"""A.M.A. Calls Free Polio Shots Step Toward Socialism . . . """,Fred Wright,,Health and Safety,,News Note cartoon depicting a doctor presenting a mother with three children a bill for polio shots.,1955/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0006,,ue13.1,,,
"""Lock Step""",Fred Wright,,Red Scare,,Large police officer representing the Taft-Hartley Law overseeing chained workers entering a steel mill.,1949/1984,"14"" x 12""",Original cartoon,Political cartoons,ue13.1.0007a,,ue13.1,,,
Police Officer,Fred Wright,,Red Scare,,Pencil sketch of a police officer.,1949/1984,"14"" x 12""",Original cartoon,Cartoons (working drawings),ue13.1.0007b,,ue13.1,,,
"""Wish Some of That Would Trickle Down on Me!""",Fred Wright,,Politics and Legislation,,"Worker watching while a politician pours ""U.S. Foreign Aid"" into a cup for another politician.",1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0008a,,ue13.1,,,
Trucks with Money,Fred Wright,,Economy,,Pencil sketch of man being shaken over a building until his money falls out of his pockets. Trucks leaving the building with the money are driving over a cliff.,1949/1984,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0008b,,ue13.1,,,
"Monkey, Robot, Human",Fred Wright,,Automation,,A monkey is pushing a button on a robot while the robot is spoonfeeding a woman.,1949/1984,"8"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0009,,ue13.1,,,
"""See, If It Weren't For Me You'd Drown!""",Fred Wright,,Businesses,,Labor is underwater and Big Business is providing air from a tank on a boat.,1964-06-17,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0010,,ue13.1,,,
"""Too Much Feather-Bedding""",Fred Wright,,Unemployment,,"Man with ""Economy Cuts"" speaking to two workers carrying a bed holding management and money on their backs.",1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0011,,ue13.1,,,
Graph Depicting Budgets and Wages,Fred Wright,,Wages,,"Graph comparing Bureau of Labor Statistics City Worker's Budget, Poverty Budget, and Federal Minimum Wages.",1967/1968,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0012,,ue13.1,,,
"""Profits Outpace Minimum Wages""",Fred Wright,,Wages,,Graph comparing the increase in company profits to the minimum wage.,1965/1967,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0013,,ue13.1,,,
"""Bosses Say Pie Charts Don't Lie . . . """,Fred Wright,,Profits,,Boss eating the small section of a pie chart representing profits and getting fat.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0014,,ue13.1,,,
"""Seasons Greetings from the Officers and Staff""",Fred Wright,,Holidays,,1965 New Years Greeting with picketers holding signs with political action issues.,1965/1966,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0015,,ue13.1,,,
"""Compulsory Overtime""",Fred Wright,,Unemployment,,Large man representing the jobless overlooking a boss telling a worker that if he doesn't work compulsory overtime he can find others who will.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0016,,ue13.1,,,
"""Not Too Much for Him . . . It's Inflationary!""",Fred Wright,,Economy,,Various industries taking bags of money with a boss telling the banker to not give too much to a worker.,1949/1984,"28"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0017,,ue13.1,,,
"""The Freeze/The Thaw""",Fred Wright,,Politics and Legislation,,President Nixon putting worker in ice and using a torch to free him.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0018a,,ue13.1,,,
"""Here Lies Bill of Rights""",Fred Wright,,Politics and Legislation,,Pencil sketch of man diggin grave for Bill of Rights.,1949/1984,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0018b,,ue13.1,,,
"""Welcome No Money Down""",Fred Wright,,Economy,,"Salesman placing a welcome mat stating ""No Money Down"" with the word ""Debt"" in its shadow.",1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0019,,ue13.1,,,
"""The Gravy Train""",Fred Wright,,Profits,,Bosses on train with bags of money.,1949/1984,"6"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0020,,ue13.1,,,
"""But a Little Cancer May Benefit You!""",Fred Wright,,Health and Safety,,Tobacco Trust offering cigarettes to a non-smoker.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0021,,ue13.1,,,
"""You Will Ruin the Economy with Your Unreasonable Wage Demands!""",Fred Wright,,"Wages, Economy",,Politician sitting atop a pile of unsold goods and price gouges scolding a family demanding a living wage.,1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0022,,ue13.1,,,
"""Wage Dent Puts Squeeze on Profits""",Fred Wright,,"Wages, Profits",,News Note cartoon with a businessman atop a large bag of profits crushing a worker holding his wages.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0023,,ue13.1,,,
"""Bah . . . Humbug!""",Fred Wright,,"Wages, Businesses",,General Electric workers picketing for a wage increase outside of the window of a GE executive with piles of money.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0024,,ue13.1,,,
"""In America we Do Everything in a Big Way!""",Fred Wright,,Profits,,"Two workers holding up an executive atop a bag of profits holding a ""Speed It Up!"" sign.",1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0025,,ue13.1,,,
"""We Are Just a Small Company""",Fred Wright,,"Wages, Businesses",,Ingersol Rand executive manipulating a puppet.,1949/1984,"8"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0026,,ue13.1,,,
"""Looks Like Things Are Picking Up!""",Fred Wright,,Wages,,Living costs hot air balloon pulling a worker tied to wages.,1960/1973,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0027,,ue13.1,,,
"""President Carter's Budget Proposals""",Fred Wright,,Politics and Legislation,,President Carter hitting a man in the stomach with his 1980 budget.,1979/1980,"15"" x 11""",Original cartoon,Political cartoons,ue13.1.0028,,ue13.1,,,
"""And We Didn't Have to Have a Crippling Strike, Did We?""",Fred Wright,,Contracts,,Railroad management riding a bed with executives about to run over a worker tied to train tracks.,1964-05-20,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0029,,ue13.1,,,
1960 Presidential Politics,Fred Wright,,Politics and Legislation,,"Presidential candidates Nixon and Kennedy rushing to shake hands with a man holding red smear paint cans representing ""1960 Presidential Politics"" running over a woman and the issues.",1960-08-30,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0030,,ue13.1,,,
"""Profits Rise. Wages Fall. Bosses Gripe.""",Fred Wright,,"Profits, Wages",,Boss sitting atop bags of money while real wages crush worker.,1980,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0031,,ue13.1,,,
"""He's a Nice Guy""",Fred Wright,,Politics and Legislation,,Lobbyists carrying campaign banner.,1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0032,,ue13.1,,,
"""Pack Up All Your Cares and Woes!""",Fred Wright,,Union Organization,,Family driving away because the factory is closed for a paid vacation as per a union contract.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0033a,,ue13.1,,,
Reagan Sketch,Fred Wright,,Politics and Legislation,,Pencil sketch of President Reagan.,1981/1984,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0033b,,ue13.1,,,
"""Balancing Act""",Fred Wright,,"Politics and Legislation, Profits, Military, Taxation",,President Nixon holding a general and executive while balancing on the shoulders of a worker tied down to prices and taxes.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0034,,ue13.1,,,
"""Touche!""",Fred Wright,,"Politics and Legislation, War",,Soldier represeting the Berlin Crisis beheading various national issues.,1961,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0035,,ue13.1,,,
"""Come and Get It!""",Fred Wright,,Politics and Legislation,,"Uncle Sam feeding public funds to pigs representing arms makers, banks, transportation and communications.",1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0036,,ue13.1,,,
LBJ Lassoing United States Treasury,Fred Wright,,Politics and Legislation,,"President Johnson riding a horse and lassoing a purse labeled ""United States Treasury.""",1963/1969,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0037a,,ue13.1,,,
LBJ Lassoing Uncle Sam,Fred Wright,,Politics and Legislation,,Pencil sketch of President Johnson riding a horse and lassoing Uncle Sam.,1963/1969,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0037b,,ue13.1,,,
"""Now Don't Be Greedy . . . It's Inflationary!""",Fred Wright,,"Businesses, Economy",,Big Business ladeling from a money pot scolding a poor man with a small spoon.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0038,,ue13.1,,,
"""Don’t Rock the Boat!""",Fred Wright,,"Politics and Legislation, Businesses",,President Nixon and executive with General Electric profits in a boat waving an oar at a drowning GE worker.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0039,,ue13.1,,,
"""You Workers Are Not Smart Enough to Choose Your Own Unions!""",Fred Wright,,Politics and Legislation,,Politician representing Congress holding the Butler Bill.,1953-10-04,"11"" x 11""",Original cartoon,Political cartoons,ue13.1.0040,,ue13.1,,,
"""Silver Lining""",Fred Wright,,Health and Safety,,Uncle Sam grabbing the moon through pollution over Slumtown U.S.A.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0041,,ue13.1,,,
Hoodlumism and Civil Rights,Fred Wright,,Civil Rights,,"Man representing hoodlumism, drunk on hysteria, stomping on civil rights.",1950-08-21,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0042,,ue13.1,,,
"""Anything for a Vote""",Fred Wright,,Politics and Legislation,,President Reagan and unknown Richard dancing to show off their pro-labor record.,1980/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0043,,ue13.1,,,
"""Happy New Year!""",Fred Wright,,"Politics and Legislation, Civil Rights",,"President Kennedy bringing civil rights campaign promises to the White House, where he is welcomed by Dixiecrats.",1960-11-29,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0044,,ue13.1,,,
"""Protect Hearing. Wear Muffos.""",Fred Wright,,Union Organization,,Union steward putting ear muffs over a foreman's mouth.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0045,,ue13.1,,,
"""Nixon Phase 2 Inflation Controls Will Have Teeth""",Fred Wright,Ed Holewa,Politics and Legislation,,News Note cartoon with President Nixon snakes in a worker's lunchbox and apple.,1971/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0046,,ue13.1,,,
"""Shafted!""",Fred Wright,,"Unemployment, Politics and Legislation",,News Note cartoon with President Nixon stabbing construction worker in the back.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0047,,ue13.1,,,
"""I'm Sure They Will Protect Our Interests!""",Fred Wright,,Businesses,,Ku Klux Klan and others welcoming businesses to non-union areas.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0048,,ue13.1,,,
"""Now Come On . . . Get In and Lie Down!""",Fred Wright,,Politics and Legislation,,Herbert Brownell pointing to a coffin while General Electric and Westinghouse hold the lid.,1953/1957,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0049,,ue13.1,,,
"""New Bottles, Same Poison""",Fred Wright,,Politics and Legislation,,"President Ford pouring Nixon ""Old Hook and Crook"" into new cabinet member's heads.",1976/1977,"17"" x 11""",Original cartoon,Political cartoons,ue13.1.0050,,ue13.1,,,
"""I Did It For Security!""",Fred Wright,,"Businesses, Profits, Unemployment",,Turbine Trust hitting Uncle Sam with a profit rate hammer and a worker with a layoffs hammer.,1949/1984,"15"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0051,,ue13.1,,,
"""Why Not Increase Pensions Now?""",Fred Wright,,Businesses,,"""Corporation Brain Trust"" with money bags speaking to picketers.",1965-09-28,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0052a,,ue13.1,,,
"""Mr. Stanley, I Presume!""",Fred Wright,,Businesses,,"Pencil sketch of Kenneth Stanley, personnel manager of Star Expansion Industries Corp., speaking on the telephone regarding striking UE workers.",1964/1965,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0052b,,ue13.1,,,
"""The Delegates Had Fun Too""",Fred Wright,,UE Convention,,"UE conventioners on a trolley in San Francisco. The UE held their convention in San Francisco in 1957, 1967 and 1975 during Wright's time as UE cartoonist.",1957/1975,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0053,,ue13.1,,,
1975 Baby New Year Burdens,Fred Wright,,"Holidays, Unemployment",,Executive placing inflation and unemployment on the back of Baby New Year.,1975,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0054a,,ue13.1,,,
Baby New Year Burdens,Fred Wright,,"Holidays, Unemployment",,"Pencil sketch of executive putting prices on the back of Baby New Year, which has the weight of unemployment tied around its neck.",1975,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0054b,,ue13.1,,,
"""Economic Game Plan""",Fred Wright,,"Politics and Legislation, Economy",,"President Nixon's Payboard, Bosses and a worker are playing cards. The payboard is handing the Bosses and ace under the table.",1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0055,,ue13.1,,,
"""The Winner""",Fred Wright,,Politics and Legislation,,"GOP hitting Uncle Sam on the head with a mallet while ""Dixie Dems"" stand on the GOP's shoulders raising the arm of the ""Private Power Lobby.""",1949/1984,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0056,,ue13.1,,,
"""Top Heavy Distribution of Family Income""",Fred Wright,,"Economy, Wages",,Graphic showing the top two-fifths of families earn 65.2% of the national family income.,1972/1973,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0057a,,ue13.1,,,
"""Top Fifth""",Fred Wright,,"Economy, Wages",,Pencil sketch showing that the top one fifth of families earn 41.4% of the national family income.,1972/1973,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0057b,,ue13.1,,,
"""Inflation Hurts Everyone?""",Fred Wright,,"Economy, Profits",,"Profits being presented to an executive represeting inflation, which is being carried on the shoulders of a worker.",1949/1984,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0058,,ue13.1,,,
Wage Demands From Profits,Fred Wright,,"Wages, Profits",,"Worker with ""Wage Demands"" paddle smacking a pig representing profits to spit out money.",1957-08-13,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0059,,ue13.1,,,
Nixon Feeding Pig in Tuxedo,Fred Wright,,Politics and Legislation,,President Nixon feeding a pig executive while sheering a sheep.,1969/1974,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0060,,ue13.1,,,
"""Money Talked""",Fred Wright,,Politics and Legislation,,News Note cartoon showing a corporate campaign contributor on a pile of money with President Nixon in the palm of his hand holding a trophy.,1972,"14"" x 11""",Original cartoon,Political cartoons,ue13.1.0061a,,ue13.1,,,
"""Money Talked"" Alternate",Fred Wright,,Politics and Legislation,,Pencil sketch of News Note cartoon with President Nixon holding a trophy with an elephant and businessmen behind him.,1972,"14"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0061b,,ue13.1,,,
Robot Splitting Workers and Profits,Fred Wright,,Automation,,Robot dumping workers into a scraphead and producing goods and money.,1963-12-19,"13"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0062,,ue13.1,,,
"""House Plans Bigger Business Tax Benefits""",Fred Wright,,"Politics and Legislation, Taxation",,"Executive with ""Tax Shelter"" umbrella standing on a bag of money while others drown in taxes.",1949/1984,"17"" x 11""",Original cartoon,Political cartoons,ue13.1.0063a,,ue13.1,,,
Executive with Umbrella,Fred Wright,,Businesses,,Pencil sketch of executive with an umbrella on a bag of money.,1949/1984,"17"" x 11""",Original cartoon,Cartoons (working drawings),ue13.1.0063b,,ue13.1,,,
"""Price Gouge""",Fred Wright,,"Businesses, Economy",,Head representing price gouges chewing on worker.,1949/1984,"17"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0064,,ue13.1,,,
Worker Crushed by Cash Register,Fred Wright,,Profits,,Worker being crushed by a cash register that represents rising prices.,1949/1984,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0065,,ue13.1,,,
"""Injury to Insult""",Fred Wright,,"Economy, Unemployment",,Executive laying off a worker who is being hit on the head by a slingshot representing high prices.,1958-01-21,"14"" x 11""",Original cartoon,Editorial cartoons,ue13.1.0066,,ue13.1,,,
